timestamp,kwh,building,month
2024-01-01 00:00:00,102.94970188798902,Building_A,1
2024-01-01 01:00:00,79.01237179503639,Building_A,1
2024-01-01 02:00:00,77.05957581928878,Building_A,1
2024-01-01 03:00:00,51.28759793047993,Building_A,1
2024-01-01 04:00:00,88.60627506817063,Building_A,1
2024-01-01 05:00:00,97.48187424782402,Building_A,1
2024-01-01 06:00:00,52.111370064586914,Building_A,1
2024-01-01 07:00:00,88.12224392484679,Building_A,1
2024-01-01 08:00:00,53.69088035619751,Building_A,1
2024-01-01 09:00:00,51.8717020568963,Building_A,1
2024-01-01 10:00:00,112.56180957102056,Building_A,1
2024-01-01 11:00:00,64.60356272180785,Building_A,1
2024-01-01 12:00:00,67.2144099662026,Building_A,1
2024-01-01 13:00:00,69.40837313560803,Building_A,1
2024-01-01 14:00:00,46.22304068448288,Building_A,1
2024-01-01 15:00:00,80.43007739743597,Building_A,1
2024-01-01 16:00:00,47.69341401938602,Building_A,1
2024-01-01 17:00:00,88.75150499586469,Building_A,1
2024-01-01 18:00:00,106.92994381354494,Building_A,1
2024-01-01 19:00:00,46.26779061532432,Building_A,1
2024-01-01 20:00:00,37.356321297330624,Building_A,1
2024-01-01 21:00:00,83.00546124727033,Building_A,1
2024-01-01 22:00:00,77.6549524104236,Building_A,1
2024-01-01 23:00:00,93.79264586777806,Building_A,1
2024-01-02 00:00:00,35.37077556343968,Building_A,1
2024-01-02 01:00:00,116.18893614045032,Building_A,1
2024-01-02 02:00:00,18.76114106023793,Building_A,1
2024-01-02 03:00:00,44.32228382034303,Building_A,1
2024-01-02 04:00:00,104.22495172893281,Building_A,1
2024-01-02 05:00:00,116.44314179253102,Building_A,1
2024-01-02 06:00:00,33.62446808917178,Building_A,1
2024-01-02 07:00:00,114.11894937832291,Building_A,1
2024-01-02 08:00:00,116.74387359886052,Building_A,1
2024-01-02 09:00:00,40.0030619193966,Building_A,1
2024-01-02 10:00:00,19.956114468127915,Building_A,1
2024-01-02 11:00:00,22.2755957458837,Building_A,1
2024-01-02 12:00:00,86.29463375281524,Building_A,1
2024-01-02 13:00:00,85.04947989766151,Building_A,1
2024-01-02 14:00:00,87.58600947173112,Building_A,1
2024-01-02 15:00:00,78.57289662208468,Building_A,1
2024-01-02 16:00:00,15.60676774647904,Building_A,1
2024-01-02 17:00:00,18.797613603684688,Building_A,1
2024-01-02 18:00:00,66.4856954503355,Building_A,1
2024-01-02 19:00:00,43.39760878318373,Building_A,1
2024-01-02 20:00:00,102.9311085848307,Building_A,1
2024-01-02 21:00:00,43.57408196344893,Building_A,1
2024-01-02 22:00:00,76.77871016382247,Building_A,1
2024-01-02 23:00:00,14.72483509260309,Building_A,1
2024-01-03 00:00:00,55.76928193591054,Building_A,1
2024-01-03 01:00:00,62.80504589371257,Building_A,1
2024-01-03 02:00:00,21.43344696799995,Building_A,1
2024-01-03 03:00:00,107.7129935094297,Building_A,1
2024-01-03 04:00:00,99.8344026221903,Building_A,1
2024-01-03 05:00:00,47.07634000156012,Building_A,1
2024-01-03 06:00:00,19.636731663716155,Building_A,1
2024-01-03 07:00:00,44.593033051101955,Building_A,1
2024-01-03 08:00:00,81.23077501595839,Building_A,1
2024-01-03 09:00:00,37.64877390807116,Building_A,1
2024-01-03 10:00:00,19.09180513171725,Building_A,1
2024-01-03 11:00:00,113.10875377791079,Building_A,1
2024-01-03 12:00:00,30.643353347508597,Building_A,1
2024-01-03 13:00:00,67.16536935446572,Building_A,1
2024-01-03 14:00:00,102.7402784834819,Building_A,1
2024-01-03 15:00:00,40.53625282477152,Building_A,1
2024-01-03 16:00:00,90.98556354987997,Building_A,1
2024-01-03 17:00:00,87.3499719278216,Building_A,1
2024-01-03 18:00:00,65.27297235330266,Building_A,1
2024-01-03 19:00:00,71.14933052384856,Building_A,1
2024-01-03 20:00:00,18.28730405157342,Building_A,1
2024-01-03 21:00:00,113.01452267197516,Building_A,1
2024-01-03 22:00:00,34.82136998760604,Building_A,1
2024-01-03 23:00:00,86.30887496492528,Building_A,1
2024-01-04 00:00:00,34.193350801039855,Building_A,1
2024-01-04 01:00:00,16.77337545045645,Building_A,1
2024-01-04 02:00:00,42.58770882712672,Building_A,1
2024-01-04 03:00:00,59.04355232066079,Building_A,1
2024-01-04 04:00:00,107.57037779532355,Building_A,1
2024-01-04 05:00:00,84.18141586073553,Building_A,1
2024-01-04 06:00:00,13.107681603150212,Building_A,1
2024-01-04 07:00:00,45.51201284044813,Building_A,1
2024-01-04 08:00:00,105.89082663499259,Building_A,1
2024-01-04 09:00:00,19.15410597433906,Building_A,1
2024-01-04 10:00:00,109.52128129235386,Building_A,1
2024-01-04 11:00:00,27.56618369051157,Building_A,1
2024-01-04 12:00:00,54.458832905515216,Building_A,1
2024-01-04 13:00:00,108.9979745865369,Building_A,1
2024-01-04 14:00:00,42.8480654603871,Building_A,1
2024-01-04 15:00:00,111.13471283768983,Building_A,1
2024-01-04 16:00:00,58.92597157230199,Building_A,1
2024-01-04 17:00:00,43.953178288959286,Building_A,1
2024-01-04 18:00:00,108.23041605326937,Building_A,1
2024-01-04 19:00:00,92.69582427023,Building_A,1
2024-01-04 20:00:00,90.5600537350805,Building_A,1
2024-01-04 21:00:00,119.82366587875107,Building_A,1
2024-01-04 22:00:00,85.48588252880299,Building_A,1
2024-01-04 23:00:00,96.43580061802318,Building_A,1
2024-01-05 00:00:00,83.08535455051943,Building_A,1
2024-01-05 01:00:00,40.29033791423634,Building_A,1
2024-01-05 02:00:00,58.26717217367552,Building_A,1
2024-01-05 03:00:00,114.81534622869424,Building_A,1
2024-01-05 04:00:00,116.64445426134193,Building_A,1
2024-01-05 05:00:00,99.56348114768353,Building_A,1
2024-01-05 06:00:00,95.52051886940039,Building_A,1
2024-01-05 07:00:00,38.17400367825321,Building_A,1
2024-01-05 08:00:00,33.25662220785996,Building_A,1
2024-01-05 09:00:00,65.80756778100294,Building_A,1
2024-01-05 10:00:00,96.68934886628334,Building_A,1
2024-01-05 11:00:00,57.74441358895256,Building_A,1
2024-01-05 12:00:00,27.748801164700694,Building_A,1
2024-01-05 13:00:00,57.24873655751465,Building_A,1
2024-01-05 14:00:00,99.17956569355569,Building_A,1
2024-01-05 15:00:00,110.9814641796538,Building_A,1
2024-01-05 16:00:00,97.3973964894625,Building_A,1
2024-01-05 17:00:00,113.5070910255672,Building_A,1
2024-01-05 18:00:00,43.238816093380805,Building_A,1
2024-01-05 19:00:00,102.3138639844432,Building_A,1
2024-01-05 20:00:00,73.44153934695368,Building_A,1
2024-01-05 21:00:00,101.4529704583917,Building_A,1
2024-01-05 22:00:00,90.79766318056843,Building_A,1
2024-01-05 23:00:00,82.52903523078884,Building_A,1
2024-01-06 00:00:00,86.64366130502698,Building_A,1
2024-01-06 01:00:00,88.2339188572473,Building_A,1
2024-01-06 02:00:00,94.06869918513192,Building_A,1
2024-01-06 03:00:00,92.61634922759613,Building_A,1
2024-01-06 04:00:00,95.35966131380414,Building_A,1
2024-01-06 05:00:00,116.92509119463803,Building_A,1
2024-01-06 06:00:00,89.90469322111512,Building_A,1
2024-01-06 07:00:00,100.51789153270462,Building_A,1
2024-01-06 08:00:00,13.483114764020305,Building_A,1
2024-01-06 09:00:00,112.56812909258045,Building_A,1
2024-01-06 10:00:00,10.062501680818963,Building_A,1
2024-01-06 11:00:00,74.71202304164969,Building_A,1
2024-01-06 12:00:00,35.82367014592552,Building_A,1
2024-01-06 13:00:00,91.77559152939965,Building_A,1
2024-01-06 14:00:00,93.63488934571133,Building_A,1
2024-01-06 15:00:00,68.22161794039064,Building_A,1
2024-01-06 16:00:00,86.85801355199705,Building_A,1
2024-01-06 17:00:00,28.42486470549613,Building_A,1
2024-01-06 18:00:00,36.3018379238667,Building_A,1
2024-01-06 19:00:00,45.986705318974096,Building_A,1
2024-01-06 20:00:00,58.82348718468931,Building_A,1
2024-01-06 21:00:00,23.64906114207173,Building_A,1
2024-01-06 22:00:00,33.83420457085414,Building_A,1
2024-01-06 23:00:00,102.30664893055915,Building_A,1
2024-01-07 00:00:00,99.60207235886121,Building_A,1
